SMILES,REWARD
Nc1nnnn1-c1ccc(NN=Nc2ccc(NC(=O)c3nc4ccccc4c(=O)[nH]3)cc2)cc1,9.94
N#[N+][N-]c1cccc(N=NN2CCN(C3C(c4ccccc4)N=NN3c3ccccc3)CC2)c1,8.71
NNC(=O)c1ccccc1N=NNCc1n[nH]c2c1CCCCC2,8.52
O=C(Nc1ccc(Nc2nnns2)cc1)c1cn(-c2ccccc2)nc1-c1cccnc1,9.16
Nc1nnnn1-c1ccc(CNN=Nc2cccc(-c3ccccc3-c3nn[nH]n3)c2)cc1,10.77
N#[N+][N-]c1ccc(NN=Nc2cccc(C(=O)Nc3ccccc3Nc3ncccn3)c2)cc1,10.19
CNN=Nc1cccc(N=Nc2ccc([N-][N+]#N)cc2)c1,8.04
O=C(N=Nc1ccccc1)NNC(=O)n1nnc2ccccc21,8.38
CN=NNc1ccc(N=NNc2ccc(N=NNc3ccc(NNc4ccccc4)cc3)cc2)cc1,11.83
Cc1cc(-c2nn[nH]n2)ccc1CNc1nc(C)c(-c2ccn(C(=O)c3ccc(N=NN4CCCCC4)cc3)n2)s1,10.89
N#[N+][N-]c1ccc(NC(N)=NN)c2ccccc12,7.76
N#[N+][N-]c1ccc(NN=Cc2ccc(C=NNc3ccc(N=NNc4ccccc4)cc3)cc2)cc1,10.29
Nc1nnnn1-c1ccc(NN=Nc2ccc3c(c2)C(=O)CC3)cc1,8.77
N1=C(c2nn[nH]n2)NN=C(c2nn[nH]n2)N1,9.67
O=C(Nc1nnc(-c2ccc(N=NNc3ccccc3)cc2)s1)c1ccccc1NN=Nc1ccccc1,10.39
N#[N+][N-]c1ccc(N=NC(=O)NNc2ccc(-n3nnnc3OCCOC(=O)c3n[nH]c(=O)c4ccccc34)cc2)cc1,10.24
N#[N+][N-]c1ccc(N=NNc2ccc(N=Nc3c(N)ccc4ccccc34)cc2)cc1,9.73
c1ccc(C(Cn2nnc3ccccc32)=NNc2ccc(Nc3nnns3)cc2)cc1,9.19
Cn1nnnc1SCCSc1nc(-c2cccnc2)n[nH]1,7.32
CN=NNc1ccc(Oc2ccccc2NC(=O)C2(c3cccc([N-][N+]#N)c3)CCOCC2)cc1,8.5
NC(=O)C1CCN(C(=O)C2C3CCC4(CC(=O)c5ccccc5O4)C32)CC1,0.0
NNC(=O)c1cc(N=NNc2ccc(-c3nn[nH]n3)cc2)ccc1NN=Nc1cccc(-c2nn[nH]n2)c1,13.32
Nc1ccc(-c2nn[nH]n2)cc1Cc1nnc(CCC(=O)NNc2ccc(-n3nnnc3N)cc2)o1,10.62
NNC(=O)c1cc(NNC(=O)CSc2nnc(-c3ccco3)c(-c3ccco3)n2)nc(N)n1,8.5
Nc1nnn(Cc2ccc(-n3c(SCC(=O)Nc4ccc5ccccc5c4)nnc3-c3ccccn3)cc2)n1,9.01
N#[N+][N-]c1ccc(C([N-][N+]#N)(c2ccccc2)c2ccccc2)cc1,7.58
Brc1ccc(NN=C(Cn2nnc3ccccc32)c2ccc(-c3nn[nH]n3)cc2)c(Br)c1,9.42
Nc1nnn(Cc2ccc(NN=Nc3ccc(N=Nc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)n1,10.42
Nc1ccccc1-n1nnn(COC(=O)Cc2n[nH]c(=O)c3ccccc23)c1=S,6.33
Nc1cc(NNC(=O)NN=Cc2cccc(N=NNc3ccc(-n4cnnn4)cc3)c2)nc(N)n1,11.92
N#Cc1c(-c2ccc(N=Nc3ccc([N-][N+]#N)c4ccccc34)cc2)ccn2nc(-c3ccccc3-c3nn[nH]n3)nc12,10.71
NNc1ccc(NN=Cc2cccc(NC(=O)NNC(=O)n3nnc4ccccc43)c2)nn1,10.53
O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)n1nnc2ccccc21,6.98
c1ccc(NN=C(c2ccccc2)c2ccc(NN=Nc3ccc(Oc4nn[nH]n4)cc3)cc2)cc1,10.28
O=C(CSc1nc2ccccc2c(=O)n1CCn1cnnn1)Nc1cccc(N=NNc2ccc(-n3cnnn3)cc2)c1,10.41
CC(C(=O)NN)N1C(=O)C(=Cc2ccc(NN=Nc3cccc(Nc4nnns4)c3)cc2)C(=O)NC1=S,9.93
NNc1ccc(N=Nc2cccc(N=NNc3ccccc3NN=Nc3ccccc3)c2)c(N)n1,10.94
CN(N=NNc1ccc(Nc2nnns2)cc1)c1ccc(NN=Nc2cccc([N-][N+]#N)c2)cc1,11.74
CNN=Nc1ccc(NC(=O)CSc2nnc(CNN=Nc3ccc([N-][N+]#N)cc3)n2C)cc1,9.71
O=C(NNC(=O)n1nnc2ccccc21)c1cc(Cl)nc2ccc(Cl)cc12,7.81
N#[N+][N-]Cc1ccc(N=NC(=O)NNc2ccc(NN=Nc3ccc(NN)cc3)cc2)cc1,11.28
N#[N+][N-]CSc1nnnn1-c1ccc(NN=Cc2ccc(C=NNc3ccc4ccccc4c3)cc2)cc1,10.09
CNN=Nc1ccc(NCn2nnc3ccccc32)cc1C(=O)Nc1ccc(C(=O)O)c(OC)c1,8.74
Nc1nnn(Cc2ccc(-n3nnnc3N)cc2)n1,7.83
N#[N+][N-]c1cccc(C(c2ccccc2)(c2ccc(N=NNc3ccc(-c4nn[nH]n4)cc3)cc2)n2nnc3ccccc32)c1,10.92
O=C(NNc1cccc(N=NNc2ccccc2)c1)n1nnc2ccccc21,9.36
CC(C=NNC(=N)N)=NNC(=N)N,6.73
NNC(=O)COc1ccc2nc(NC(=O)CSc3nnnn3-c3cccc(Nc4nnns4)c3)sc2c1,10.33
Nc1ccc(-c2nn[nH]n2)cc1NNC(=O)n1nnc2ccccc21,9.3
Nc1nc(N=Nc2cccc3ccccc23)cc(NNC(=O)C(=O)NN=Cc2ccc(-n3nnnc3N)cc2)n1,10.83
Nc1nc(Nc2cccc(-c3nn[nH]n3)c2)nc(Nc2cccc3ccccc23)n1,10.08
O=C(NN=Cc1ccc(-c2nn[nH]n2)cc1)NN=Cc1c[nH]c2ccccc12,9.88
Cn1ncc2c(C(=O)NNc3cc(N)nc(N)n3)cc(-c3ccccc3)nc21,8.29
NN=C(N)Nc1ccc(NN=Nc2ccccc2)cc1,7.58
N#[N+][N-]CCc1cc(=O)oc2cc(NN=Nc3ccccc3C(=O)NNC(=O)N=Nc3ccccc3)ccc12,9.97
CN=NNc1ccc(NN=Nc2ccc(N=NNc3ccccc3C(=O)NN)cc2)cc1,10.16
O=C(CSc1nnnn1-c1ccc(-c2nn[nH]n2)cc1)Nn1c(=S)[nH]c2sc3c(c2c1=O)CCCC3,8.81
N=C(N)c1cc(CN2CC(F)(F)CC3(CCNC3=O)C2)cc(Nc2nnns2)c1,8.9
O=C(Cn1c(=O)cnc2ccccc21)NNC(=O)N=Nc1ccccc1Br,7.89
NNc1cc(NNC(=O)NNC(=O)n2nnc3ccccc32)nc(Nc2ccccc2)n1,11.02
N#[N+][N-]Cc1cccc(C(=O)c2ccccc2N(CC(=O)NC(=O)Nc2cccc(Nc3nnns3)c2)C(=O)c2ccc(-c3nn[nH]n3)cc2)c1,11.46
c1ccc2c(c1)oc1c(Nc3ccc(-c4nn[nH]n4)cc3)ncnc12,9.08
c1cncc(-c2nc(NC3CCCCCCC3)ncc2-c2ccsc2)c1,7.72
O=C1c2ccc(N=NNc3ccc(-c4nn[nH]n4)cc3)cc2C(=O)N1c1ncccn1,9.65
Nc1nc(NN=O)cc(NNC(=O)NN=C2CCC(=NNC(=O)NN=C3CCCCC3)CC2)n1,10.87
N#[N+][N-]c1cccc(-n2c(SCC(=O)NNc3ccc(N=NNc4ccccc4)cc3)nnc2-n2cccc2)c1,9.16
Nc1ncc(-c2ccncc2)c(C2CCCN2C(=O)CCc2ccc(N=NNc3ccccc3)cc2)n1,8.43
Cc1cc(NNC(=O)c2cc3nccc(-c4cnn(C)c4C)n3n2)nc(N)n1,8.18
CCn1c(SCc2cccc(CSc3nnnn3C)n2)nnc1-c1ccccc1[N-][N+]#N,8.12
NN=C(N)Nc1ccc(NS(=O)(=O)c2ccc3ccccc3c2)c2ncccc12,8.28
NNc1cc(NNC(=O)c2ccc(NN=Cc3ccc(C=NNc4ccccc4)cc3)cc2)nc(N)n1,10.37
CNN=Nc1ccc(N=NN2CCC3(CC2)Nc2cc(Nc4nnns4)ccc2S(=O)(=O)N3)cc1,10.52
c1ccc2c(c1)nnn2Cn1nnc2ccccc21,6.33
Nc1nnn(Cc2ccc(NN=Nc3ccc(NC(=O)CC4C(=O)N(c5ccccc5)C(=O)N4C4CCCC4)cc3)cc2)n1,9.43
NNC(=O)CCN(Cc1ccc(C=NNC(=S)NN)s1)C(=O)c1ccc(-c2nn[nH]n2)cc1,8.41
Nc1nnn(CC(=O)c2ccc(NN=Nc3ccc(C4N=NN(c5ccccc5)C4N4CCCCC4)cc3)cc2)n1,9.83
Cc1cc(=O)[nH]c(-n2nc(C3CC3)cc2NC(=O)NN=C2CCCCC2)n1,8.08
C(=Cc1nn[nH]n1)c1ccc(N=NNCc2nc(-c3cccc(-c4nn[nH]n4)c3)no2)cc1,11.12
N#[N+][N-]c1cccc(C(=Nc2ccc(-c3nn[nH]n3)cc2)NN=Cc2ccncc2)c1,9.51
CC1N(C)C(=O)COC12CCN(N=Nc1ccc(N=NNc3cccc(N=NNc4ccc(NN)cc4)c3)cc1)CC2,10.4
CC(C(=O)NNc1cc(N=Nc2ccc(NN)nc2N)nc(N)n1)n1nnc2ccccc21,9.58
Nc1nnn(Cc2ccc(CN(Cc3ccc(-n4nnnc4N)cc3)NC(=O)NN3CCCCC3)cc2)n1,10.2
NNC(=O)c1ccc2cc3c(nc2c1)N(C(=O)c1ccc(-c2nn[nH]n2)cc1)CC3,8.04
N#[N+][N-]c1ccc(O)c(C=NNC(=NN)c2ccccc2NN=Nc2cccc(N=NNc3ccccc3)c2)c1,11.86
Nc1nnnn1-c1ccc(NNC(=O)C(=O)NNc2cccc(N=NNc3ccccc3)c2)cc1,10.55
CNN=Nc1ccc(N=NNc2ccc(N=NNc3ccccc3)cc2)cc1,9.33
NNC(=O)c1ccccc1NN=NNc1ccc(NNC(=O)n2nnc3ccccc32)cc1,9.61
CN(N=NN(C)c1ccc(Nc2nnns2)cc1)c1ccc(C=NNc2ccc(NC(N)=NN)cc2)cc1,10.48
N#[N+][N-]c1ccc(NN=Nc2ccc(N=Nc3cccc(N=NNCc4ccccc4)c3)cc2)cc1,10.39
O=C(c1cccc(-c2nn[nH]n2)c1)N1CCc2onc(-c3ccccc3-c3nn[nH]n3)c2C1,10.03
CN(N=Nc1cccc(NN=Nc2cccc(Oc3nnnn3-c3ccccc3)c2)c1)c1cccc(-c2nn[nH]n2)c1,11.72
O=C(NN=C1CCC(c2ccccc2)CC1)Oc1ccccc1C=NNc1ccc(-c2nn[nH]n2)cc1,9.5
N#Cc1ccccc1N=NNc1ccc(C=Cc2nn[nH]n2)cc1,8.5
N#[N+][N-]Cc1ccc(C=NNC(=NN)c2ccc(N=NN3CCCCCC3)cc2)cc1,9.77
CC(=O)Nc1ccc(C=NNc2cc(-c3cc(NN)ccn3)ncn2)cc1NC(=S)NN,10.28
NNc1ccc(N=NNc2ccc(-c3nn[nH]n3)cc2)cc1S(=O)(=O)NNc1cccnn1,11.4
O=C(Nc1cccc(N=NNc2ccc(-c3nn[nH]n3)cc2)c1)C1=Cc2ccccc2OC=C1,10.33
c1ccc(Nc2ccc(N3CCN(N=Nc4ccc(-c5nn[nH]n5)cc4)CC3)nn2)cc1,9.56
N#[N+][N-]c1ccc(N=NNc2ccc(-c3nnc(-c4ccc(Oc5nn[nH]n5)cc4)nn3)cc2)cc1,12.32
NNc1ccc(-c2nn[nH]n2)cc1S(=O)(=O)NN=C1CCc2ccccc21,9.83
O=C(Oc1ccc(N=NNc2ccc(Cn3nn[nH]c3=S)cc2)cc1)N1CC2CCC(C1)N(C(=O)CCSc1nnnn1-c1ccccc1)C2,9.4
CN=NNc1ccc(N=NNc2ccc(C(=NN)NN=Cc3ccc([N-][N+]#N)cc3)cc2)cc1,11.56
O=c1[nH]c2ccc(S(=O)(=O)NN=C3CCCc4ccccc43)cc2s1,7.28
CC1Cc2cc(N=NNc3ccc(-c4nn[nH]n4)cc3)ccc2C(C)N1C(=O)C12CC3CC(CC(C3)C1)C2,9.88
O=c1ccc2ccc(N=Nc3ccc(-n4nnnc4Oc4cccc(-c5nn[nH]n5)c4)cc3)cc2o1,9.75
CC(Sc1nnnn1-c1ccc(Cn2nnc(N)n2)cc1)C(=O)Nc1ccc(C[N-][N+]#N)cc1,9.93
Brc1ccc(N=NNc2ccc(-n3nnnc3SCc3ccccc3COc3nnnn3-c3ccc(Nc4nnns4)cc3)cc2)cc1,11.09
N#[N+][N-]Cc1ccc(C([N-][N+]#N)(c2ccccc2)c2ccc([N-][N+]#N)cc2)cc1,8.52
CN=NNc1ccc(NN=Nc2ccc(C(=O)NN)c(NN)c2)cc1,9.82
NN=C(NN=Cc1cc(N=NNCc2ccccc2)cc(Nn2cccn2)c1)c1ccc(NN=Nc2ccccc2)cc1,11.1
N#[N+][N-]c1ccc(CSc2nnnn2-c2ccccc2)cc1,7.86
N#[N+][N-]Cc1ccc(NNC(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CCCC4)cc1,8.49
Nc1ccc2oc(-c3cc(N=NNc4ccc(N=NNc5ccccc5)cc4)ccc3-c3nn[nH]n3)nc2c1,11.04
O=C(C1CC1)N1CCc2cc(N=NNc3cccc(Cl)c3Cl)ccc21,6.94
N#[N+][N-]Cc1ccc(C(=NNc2cccc(-c3nn[nH]n3)c2)c2ccc(N=Nc3ccc(N)nc3N)cc2)cc1,10.91
Nc1ccnn1-c1nc2ccccc2c(=O)n1OCC(=O)Nc1ccc(N=NNc2ccc(N=NNc3ccccc3)cc2)cc1,10.0
Clc1ccc(Nc2cccc(N=NNc3ccccc3)c2)nn1,8.28
NN=C(N)Nc1ccc(CNN=Nc2ccc(N=Nc3ccncc3)cc2)cc1,9.45
O=C(NN=C1CCC(Nc2ncccn2)CC1)Oc1cccc2cccnc12,8.07
Clc1ccc(Nc2nnns2)cc1NN=Nc1cccc(Cl)c1Cl,8.79
O=C(Oc1ccc(NN=Nc2ccc(NN=Nc3cccc(O)c3Cl)cc2)cc1)N1CCCCC1c1nc(-c2ccsc2)cc(=O)[nH]1,10.43
NNC(=O)c1ccc2[nH]c(C(=O)NNC(=O)n3nnc4ccccc43)cc2c1,8.49
CCN(CC(=O)c1ccccc1)S(=O)(=O)c1cc([N-][N+]#N)ccc1C(=O)NN,6.91
NNC(=O)c1ccc(-c2nn[nH]n2)cc1NNC(=O)C(=O)NNc1cc(N)nc(N)n1,10.73
O=C(CC1C(=O)NCCN1C(=O)CSc1nnnn1-c1ccccc1)Nc1ccc(-c2nn[nH]n2)cc1,8.62
NNc1cccc(NNC(=O)N=Nc2ccc(N=NNc3ccc(-n4nn[nH]c4=O)cc3)cc2)n1,10.97
C=CCN(C(=O)Nc1ccc(N=NNc2ccc(-c3nn[nH]n3)cc2)nc1)C1CCS(=O)(=O)C1,9.78
N#[N+][N-]CCc1cccc(C(=O)NNC(=O)c2ccc(N=NNCc3cccc(-c4nn[nH]n4)c3)cc2)c1,10.74
CN=NNc1ccc(C(=O)NN=C2CCN(Cc3ccc(C[N-][N+]#N)cc3)CC2)cc1,10.21
NN=Cc1ccc(NN=Nc2cccc(Nc3nnns3)c2)cc1,9.49
NNc1cccc(C(=O)N2CC3(C2)OCCC3CCOc2nnnn2-c2ccc(Oc3nn[nH]n3)cc2)n1,8.96
N#[N+][N-]c1cccc(NNC(=O)C(=O)NNc2ccc(N=NNc3ccc(-c4n[nH]c(=O)n4N)cc3)cc2)c1,11.51
Cc1ccc(N=NNCc2ccc(-c3nn[nH]n3)cc2)cc1,8.93
C=CCn1c2cc(C(=O)NN)sc2c2cnn(Cc3ccccc3)c(=O)c21,6.34
CC1=NN(c2ccccc2)C(=O)C1=Cc1ccc2ccccc2c1,6.48
Nc1nc(N)nc(OCc2nnc(NCn3nnc4ccccc43)s2)n1,8.6
NNC(=O)c1ccccc1N=NC(=O)NNC(=O)n1nnc2ccccc21,9.11
NNC(=O)c1cc(NNC(=O)C(c2ccncc2)N(C(=O)c2ccccc2)c2ccc3c(c2)OCCO3)nc(N)n1,8.86
NNC(=O)c1n[nH]nc1C(=O)NN,7.1
Nc1nnnn1CCn1nnnc1SCC(=O)Nc1ccc(-c2nn[nH]n2)cc1,9.93
NNc1ccc(N=NNc2ccc(NN=Nc3ccc(NN)cc3)cc2)cc1,9.82
Nc1nnnn1CCn1ccc(Nc2nnc(CCn3nnc4ccccc43)s2)n1,8.13
N#[N+][N-]CSc1nnnn1-c1ccc(NN=Nc2ccc(C[N-][N+]#N)cc2)cc1,10.12
N#[N+][N-]c1ccc(N=NNc2ccc(NC(=O)Nc3ccccc3C(=O)Nn3cnnc3)cc2)cc1,9.73
Nc1cc(N=Nc2ccc(-c3nnn(CC(=O)NNc4cccc(Cl)n4)n3)cc2)nc(N)n1,9.77
CN(Cc1ccccc1C(=O)NN)C(=O)C=Cc1c[nH]c2ccccc12,6.27
NNc1nc(=O)c(N=Nc2ccc(NN=Nc3ccc(Br)cc3)cc2)c(N)[nH]1,9.06
N=C(N)n1cc(-c2nn3c(-c4ccc(C=Cc5nn[nH]n5)cc4)nnc3s2)cn1,9.35
O=C(Cc1ccccc1Cl)NCc1ccccc1CNN=Nc1ccccc1,6.64
Nc1cc(NNC(=O)C2CC23CCN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CC3)nc(N)n1,9.7
c1ccc(N=NNc2ccccc2CNN=Nc2ccc(Nc3nnns3)cc2)cc1,9.63
c1ccc(N=C(Nc2ccc3ccccc3c2)c2cccc(N=NNc3ccc(-c4nn[nH]n4)cc3)c2)cc1,10.59
NNC(=O)OCc1ccc(C(c2ccccc2)(c2ccc(-c3nn[nH]n3)cc2)n2nnc3ccccc32)cc1,9.36
CNN=Nc1ccc(-c2cc(C(=O)Nc3ccc4c(c3)OCC(=O)N4)n[nH]2)cc1,9.15
NNC(=O)c1ccc2c(=O)n(N)c(SCc3ccc(NN=Nc4ccc(-n5nnnc5N)cc4)cc3)nc2c1,10.96
N#[N+][N-]c1ccccc1-c1nnc(SCC(=O)Nc2ccc(CNN=Nc3ccccc3)cc2)n1N,9.18
c1cc(Nc2nnns2)cc(-c2nn[nH]n2)c1,8.44
